text,font_size,len_chars,is_upper,page_num,font_count,is_bold,x0,x1,y0,y1,label
127,9.5,3,0,10,1,0,374.88,392.8818,85.0705,94.5705,body
Coordination Compounds,9.5,22,0,10,1,0,407.52,534.2547000000001,85.0705,94.5705,body
5.4.6Solvate,10.5,12,0,11,1,0,78.0000000000002,151.4400000000002,726.5159999999998,737.0159999999998,body
Isomerism,10.5,9,0,11,1,0,111.0000000000002,170.2796000000002,713.9159999999998,724.4159999999998,body
This form of isomerism is known as ‘hydrate isomerism’ in case where,10.5,68,0,11,2,0,191.4,551.4003000000001,726.996,737.5695000000001,body
water is involved as a solvent. This is similar to ionisation isomerism.,10.5,72,0,11,1,0,191.40000000000003,551.4001,714.4695,724.9695,body
Solvate isomers differ by whether or not a solvent molecule is directly,10.5,71,0,11,1,0,191.40000000000003,551.4012000000004,701.8695,712.3695,body
bonded to the metal ion or merely present as free solvent moleculesin,10.5,69,0,11,1,0,191.40000000000003,551.4026000000002,689.2695,699.7695,body
the crystal,10.5,11,0,11,1,0,191.40000000000003,259.826,676.6695,687.1695,body
is provided by the aqua,10.5,23,0,11,1,0,395.97650000000016,551.4015000000005,676.6695,687.1695,body
complex [Cr(H2O)6]Cl3 (violet) and its solvate isomer [Cr(H2O)5Cl]Cl2.H2O,10.078082191780824,73,0,11,1,0,191.40000000000003,551.4000000000002,663.2099,674.5695,body
(grey-green).,10.5,13,0,11,1,0,191.4000000000002,255.1200000000002,651.4694999999999,661.9694999999999,body
lattice. An example,10.5,19,0,11,1,0,266.967,388.83550000000014,676.6695,687.1695,body
Intext Questions,13.0,16,0,11,1,0,429.165,512.4474,620.977,633.977,H3
Intext Questions,13.0,16,0,11,1,0,429.555,512.8374,620.977,633.977,H3
Intext Questions,13.0,16,0,11,1,0,429.36,512.6424000000001,620.7819999999999,633.7819999999999,H3
Intext Questions,13.0,16,0,11,1,0,429.555,512.8374,620.587,633.587,H3
Intext Questions,13.0,16,0,11,1,0,429.165,512.4474,620.587,633.587,H3
5.3Indicate the types of isomerism exhibited by the following complexes and,10.5,75,0,11,2,0,116.63999999999999,512.6406999999998,604.9559999999999,615.5295,body
draw the structures for these isomers:,10.5,38,0,11,1,0,140.64,340.0794000000001,592.4295,602.9295,body
(i)K[Cr(H2O)2(C2O4)2,9.400000000000006,20,0,11,1,0,143.64,244.142,572.9698999999999,584.3294999999999,body
(ii)[Co(en)3]Cl3,9.950000000000003,16,0,11,1,0,351.59999999999997,424.142,572.9698999999999,584.3294999999999,body
(iii)[Co(NH3)5(NO2)](NO3)2,9.653846153846159,26,0,11,1,0,137.64,262.142,554.3699,565.7295,body
(iv)[Pt(NH3)(H2O)Cl2],9.871428571428575,21,0,11,1,0,349.44,451.10999999999996,554.3699,565.7295,body
5.4 Give evidence that [Co(NH3)5Cl]SO4 and [Co(NH3)5(SO4)]Cl are ionisation,10.148000000000001,75,0,11,2,0,116.63999999999999,512.6392,532.7699,544.1295,body
isomers.,10.5,8,0,11,1,0,140.64,182.64,521.0295,531.5295,body
5.55.55.55.55.5Bonding in,14.0,25,0,11,1,0,76.58900000000006,164.01190000000005,477.9859999999998,492.40599999999984,H3
Bonding in,14.0,10,0,11,1,0,103.59179999999999,163.59369999999998,478.4057,492.4057,H3
Bonding in,14.0,10,0,11,1,0,104.0099,164.0118,478.4057,492.4057,H3
Bonding in,14.0,10,0,11,1,0,103.79990000000001,163.8018,478.19570000000004,492.19570000000004,H3
Bonding in,14.0,10,0,11,1,0,103.5919,163.5938,477.9857,491.9857,H3
Coordination,14.0,12,0,11,1,0,103.5899,172.5918,461.60570000000007,475.60570000000007,H3
Coordination,14.0,12,0,11,1,0,104.0099,173.01180000000002,461.60570000000007,475.60570000000007,H3
Coordination,14.0,12,0,11,1,0,103.7999,172.80180000000001,461.3957000000001,475.3957000000001,H3
Coordination,14.0,12,0,11,1,0,103.5899,172.5918,461.18570000000005,475.18570000000005,H3
Coordination,14.0,12,0,11,1,0,104.0099,173.01180000000002,461.18570000000005,475.18570000000005,H3
Compounds,14.0,9,0,11,1,0,103.5957,164.31730000000002,444.8057000000001,458.8057000000001,H3
Compounds,14.0,9,0,11,1,0,104.00989999999999,164.7315,444.8057000000001,458.8057000000001,H3
Compounds,14.0,9,0,11,1,0,103.7999,164.5215,444.59570000000014,458.59570000000014,H3
Compounds,14.0,9,0,11,1,0,104.00989999999999,164.7315,444.3857000000001,458.3857000000001,H3
Compounds,14.0,9,0,11,1,0,103.5957,164.31730000000002,444.3857000000001,458.3857000000001,H3
5.5.1Valence,10.5,12,0,11,1,0,76.8,153.24,300.99600000000004,311.49600000000004,body
Bond,10.5,4,0,11,1,0,109.8,139.79999999999998,288.396,298.896,body
Theory,10.5,6,0,11,1,0,109.8,149.51999999999998,275.796,286.296,body
Chemistry,9.5,9,0,11,1,0,78.0,129.0032,85.0705,94.5705,body
128,9.5,3,0,11,1,0,137.76,155.88039999999998,85.0705,94.5705,body
Werner was the first to describe the bonding features in coordination,10.5,69,0,11,1,0,191.4000000000002,551.7597000000002,479.2694999999998,489.7694999999998,body
compounds. But his theory could not answer basic questions like:,10.5,64,0,11,1,0,191.4000000000002,540.8379000000001,466.6694999999998,477.1694999999998,body
(i)Why only certain elements possess the remarkable property of,10.5,63,0,11,1,0,200.4000000000002,551.7620000000006,452.2694999999998,462.7694999999998,body
forming coordination compounds?,10.5,31,0,11,1,0,215.4000000000002,394.67900000000014,439.9094999999998,450.4094999999998,body
(ii)Why the bonds in coordination compounds have directional,10.5,60,0,11,1,0,197.4000000000002,551.7623,425.50949999999983,436.00949999999983,body
properties?,10.5,11,0,11,1,0,215.4000000000002,273.12000000000023,413.1494999999998,423.6494999999998,body
(iii)Why coordination compounds have characteristic magnetic and,10.5,64,0,11,1,0,194.4000000000002,551.7616000000005,398.74949999999984,409.24949999999984,body
optical properties?,10.5,19,0,11,1,0,215.4000000000002,311.4004000000002,386.2694999999998,396.7694999999998,body
Many approaches have been put forth to explain the nature of,10.5,60,0,11,1,0,209.4000000000002,551.7588000000002,371.86949999999985,382.36949999999985,body
"bonding in coordination compounds viz. Valence Bond Theory (VBT),",10.5,65,0,11,2,0,191.4000000000002,551.7612000000001,359.50949999999983,370.21949999999987,body
"Crystal Field Theory (CFT), Ligand Field Theory (LFT) and Molecular",10.5,67,0,11,2,0,191.40000000000018,551.7597000000001,347.07599999999985,357.6494999999998,body
Orbital Theory (MOT). We shall focus our attention on elementary,10.5,64,0,11,1,0,191.40000000000012,551.7582000000003,334.6694999999998,345.1694999999998,body
treatment of the application of VBT and CFT to coordination compounds.,10.5,70,0,11,1,0,191.40000000000012,551.7591000000002,322.3094999999998,332.8094999999998,body
"According to this theory, the metal atom or ion under the influence of",10.5,70,0,11,1,0,191.40000000000012,551.7612,300.9494999999998,311.4494999999998,body
"ligands can use its (n-1)d, ns, np or ns, np, nd orbitals for hybridisation",10.5,75,0,11,2,0,191.40000000000012,551.7604,288.46949999999975,299.1794999999998,body
"to yield a set of equivalent orbitals of definite geometry such as octahedral,",10.5,78,0,11,1,0,191.40000000000006,551.7586000000001,276.10949999999974,286.60949999999974,body
"tetrahedral, square planar and so on (Table 5.2). These hybridised orbitals",10.5,75,0,11,1,0,191.40000000000006,551.7600000000002,263.7494999999997,274.2494999999997,body
are allowed to overlap with ligand orbitals that can donate electron pairs,10.5,74,0,11,1,0,191.40000000000006,551.7580000000007,251.26949999999977,261.76949999999977,body
for bonding. This is illustrated by the following examples.,10.5,59,0,11,1,0,191.40000000000006,487.6805999999999,238.90949999999978,249.40949999999978,body
Table 5.2: Number of Orbitals and Types of Hybridisations,9.5,57,0,11,1,0,208.8,532.8199999999999,216.764,226.264,body
Coordination,9.5,12,0,11,1,0,204.84000000000006,277.56320000000005,196.724,206.224,body
number,9.5,6,0,11,1,0,219.84000000000006,262.56200000000007,185.32399999999998,194.82399999999998,body
Type of,9.5,7,0,11,1,0,328.20000000000005,369.48170000000005,196.724,206.224,body
hybridisation,9.5,13,0,11,1,0,311.40000000000003,386.4044,185.32399999999998,194.82399999999998,body
Distribution of hybrid,9.5,22,0,11,1,0,416.16,542.8863,196.724,206.224,body
orbitals in space,9.5,17,0,11,1,0,430.44,528.725,185.32399999999998,194.82399999999998,body
4,9.5,1,0,11,1,0,234.96,240.85,167.75050000000002,177.25050000000002,body
4,9.5,1,0,11,1,0,234.96000000000004,240.85000000000002,153.3505,162.8505,body
5,9.5,1,0,11,1,0,234.96000000000004,240.85000000000002,138.9505,148.4505,body
6,9.5,1,0,11,1,0,234.96000000000004,240.85000000000002,124.5505,134.0505,body
6,9.5,1,0,11,1,0,234.96000000000004,240.85000000000002,110.1505,119.6505,body
sp3,8.166666666666666,3,0,11,2,0,341.04,355.25000000000006,167.94050000000001,178.89450000000002,body
dsp2,8.5,4,0,11,2,0,338.04,358.25000000000006,153.5405,164.49450000000002,body
sp3d,8.5,4,0,11,2,0,338.04,358.28000000000003,139.1405,150.0945,body
sp3d2,7.9,5,0,11,2,0,336.48,359.81000000000006,124.7405,135.6945,body
d2sp3,7.9,5,0,11,2,0,336.48,359.81000000000006,110.34049999999999,121.2945,body
Tetrahedral,9.5,11,0,11,1,0,454.20000000000005,511.92300000000006,167.75050000000002,177.25050000000002,body
Square planar,9.5,13,0,11,1,0,446.76000000000005,519.4843,153.3505,162.8505,body
Trigonal bipyramidal,9.5,20,0,11,1,0,431.76000000000005,534.4858,138.9505,148.4505,body
Octahedral,9.5,10,0,11,1,0,455.76000000000005,510.4827000000001,124.5505,134.0505,body
Octahedral,9.5,10,0,11,1,0,455.76000000000005,510.4827000000001,110.1505,119.6505,body
It is usually possible to predict the geometry of a complex from,10.5,64,0,12,1,0,192.12,534.1229,727.0695000000001,737.5695000000001,body
the knowledge of,10.5,16,0,12,1,0,401.64,512.8969999999999,714.4695,724.9695,body
its,10.5,3,0,12,1,0,520.4425,534.0005,714.4695,724.9695,body
magnetic behaviour on,10.5,21,0,12,1,0,401.64,533.9997999999999,701.8695,712.3695,body
the basis of the valence,10.5,24,0,12,1,0,401.64,533.9992000000001,689.2695,699.7695,body
bond theory.,10.5,12,0,12,1,0,401.64,469.08,676.6695,687.1695,body
In the diamagnetic,10.5,18,0,12,1,0,419.64,534.0008,662.0295,672.5295,body
octahedral,10.5,10,0,12,1,0,401.64,462.93,649.4295,659.9295,body
"complex,",10.5,8,0,12,1,0,485.80449999999996,533.9995,649.4295,659.9295,body
"[Co(NH3)6]3+, the cobalt ion",9.871428571428575,28,0,12,1,0,401.64,533.9999999999999,635.9698999999999,649.2698999999999,body
is in +3 oxidation state,10.5,24,0,12,1,0,401.64,534.0005,624.2294999999999,634.7294999999999,body
and has the electronic,10.5,22,0,12,1,0,401.64,533.9994,611.6294999999999,622.1294999999999,body
configuration 3d6. The,10.3,22,0,12,2,0,401.64,534.1199,599.0294999999999,611.4698999999998,body
hybridisation scheme is as,10.5,26,0,12,1,0,401.64,534.0,586.4294999999998,596.9294999999998,body
shown in diagram.,10.5,17,0,12,1,0,401.64,499.08040000000005,573.8294999999998,584.3294999999998,body
"Six pairs of electrons, one from each NH3 molecule, occupy the six",10.433333333333334,66,0,12,1,0,192.12,534.1200000000001,546.3299000000001,557.5695000000001,body
"hybrid orbitals. Thus, the complex has octahedral geometry and is",10.5,65,0,12,1,0,174.12000000000006,534.1206999999999,534.4695,544.9695,body
diamagnetic because of the absence of unpaired electron. In the formation,10.5,73,0,12,1,0,174.12000000000006,534.1236,521.8695,532.3695,body
"of this complex, since the inner d orbital (3d) is used in hybridisation,",10.500000000000034,73,0,12,2,0,174.12000000000006,534.0002000000001,509.26949999999994,519.9794999999999,body
"the complex, [Co(NH3)6]3+ is called an inner orbital or low spin or spin",10.255555555555556,72,0,12,2,0,174.1200000000001,534.1200000000001,495.9298999999999,509.1098999999999,body
"paired complex. The paramagnetic octahedral complex, [CoF6]3– uses",10.3,66,0,12,2,0,174.12000000000012,534.1200000000002,483.3298999999999,496.5098999999999,body
outer orbital (4d ) in hybridisation (sp3d2). It is thus called outer orbital,10.385714285714286,77,0,12,3,0,174.12000000000018,534.0000000000002,471.3959999999999,483.9098999999999,body
or high spin or spin free complex. Thus:,10.5,40,0,12,2,0,174.12000000000023,405.8397000000003,458.7959999999999,469.36949999999985,body
3d,9.499999962000004,2,0,12,2,0,217.9228991283084,229.89170208043316,417.9202983283187,427.71479828914073,body
3d,9.499999962000004,2,0,12,2,0,217.75589912897638,229.72470208110116,379.3622984825507,389.15679844337274,body
3d,9.499999962000004,2,0,12,2,0,217.75589912897638,229.72470208110116,338.43229864627074,348.22679860709275,body
4s,9.499999962000004,2,0,12,2,0,303.55989878576037,314.5787967416848,417.8342983286628,427.6287982894848,body
4p,9.499999962000004,2,0,12,2,0,374.56589850173634,386.154739455381,417.8342983286628,427.6287982894848,body
4d,9.499999962000004,2,0,12,2,0,471.79279811282873,483.76160106495354,417.8342983286628,427.6287982894848,body
spd3,8.312499966749996,4,0,12,2,0,326.64789869340837,346.5009131139963,378.90279848438877,389.26254844294976,body
3hybrid,8.821428536142857,7,0,12,1,0,346.5009131139963,382.6922934692308,378.60829848556676,389.26254844294976,body
Six pairs of electrons,9.499999962000004,22,0,12,1,0,301.1648987953404,398.5111628059553,338.27039864691835,347.77039860891836,body
from six Fions,9.499999962000004,14,0,12,1,0,301.1648987953404,372.768737408925,326.82339869270635,336.32339865470635,body
–,4.749999980999974,1,0,12,1,0,348.6401506054394,351.0149130959403,332.7276486690893,337.4776486500893,body
In tetrahedral complexes,10.5,24,0,12,1,0,414.2400000000003,534.1193000000003,296.3894999999998,306.8894999999998,body
one s and three p orbitals,10.5,26,0,12,2,0,396.2400000000003,534.1202,283.78929999999997,294.49949999999984,body
are hybridised to form four,10.5,27,0,12,1,0,396.2399,534.1193,271.18929999999995,281.68929999999995,body
equivalent orbitals oriented,10.5,28,0,12,1,0,396.2399,534.1196,258.5892999999999,269.0892999999999,body
tetrahedrally. This is ill-,10.5,27,0,12,1,0,396.2399,534.1199,245.98929999999996,256.48929999999996,body
ustrated below for [NiCl4]2-.,10.0448275862069,29,0,12,1,0,396.2399,534.1199,232.52969999999996,245.82969999999995,body
Here nickel,10.5,11,0,12,1,0,396.23990000000003,468.14470000000006,220.78929999999997,231.28929999999997,body
in +2,10.5,5,0,12,1,0,498.4043,534.1191,220.78929999999997,231.28929999999997,body
oxidation state and the ion,10.5,27,0,12,1,0,396.23990000000003,534.1197,208.18929999999997,218.68929999999997,body
has,10.5,3,0,12,1,0,396.23990000000003,418.5812,195.58929999999998,206.08929999999998,body
electronic,10.5,10,0,12,1,0,483.05570000000006,534.1196000000001,195.58929999999998,206.08929999999998,body
configuration 3d8. The,10.299999999999999,22,0,12,2,0,396.23990000000003,534.0001000000001,182.9893,195.42969999999997,body
hybridisation scheme is as,10.5,26,0,12,1,0,396.23990000000003,534.1199000000001,170.3893,180.8893,body
shown in diagram.,10.5,17,0,12,1,0,396.23990000000003,493.6803000000001,157.7893,168.2893,body
the,10.5,3,0,12,1,0,440.69780000000003,460.93910000000005,195.58929999999998,206.08929999999998,body
is,10.5,2,0,12,1,0,477.1295,489.4195,220.78929999999997,231.28929999999997,body
Each Cl– ion donates a pair of electrons. The compound is,10.42280701754386,57,0,12,1,0,192.11990000000003,534.1202000000001,143.2693,155.58969999999997,body
"paramagnetic since it contains two unpaired electrons. Similarly,",10.5,65,0,12,1,0,174.11990000000003,534.1198999999993,130.6693,141.1693,body
[Ni(CO)4] has tetrahedral geometry but is diamagnetic since nickel is in,10.438888888888892,72,0,12,1,0,174.11990000000003,534.1198999999996,117.20969999999998,128.5693,body
zero oxidation state and contains no unpaired electron.,10.5,55,0,12,1,0,174.11990000000003,464.3984000000003,105.46929999999999,115.96929999999999,body
129,9.5,3,0,12,1,0,375.0,393.12039999999996,85.0705,94.5705,body
Coordination Compounds,9.5,22,0,12,1,0,407.52,534.2463000000001,85.0705,94.5705,body
Orbitals of Coion3+,8.999999964,19,0,12,1,0,71.1351997154592,155.58175387767298,432.00329827198675,442.65754822936975,body
2,4.749999980999974,1,0,12,1,0,91.55671413377314,94.50141962199432,406.7535483729858,411.50354835398576,body
hybridised,9.499999962000004,10,0,12,1,0,96.02126761591494,144.84638442061444,400.84929839660276,410.34929835860277,body
spd3,8.312499966749996,4,0,12,2,0,71.70369971318519,91.55671413377313,401.14379839542477,411.50354835398576,body
orbitals of Co,9.499999962000004,14,0,12,1,0,71.70369971318522,133.63750546544998,389.40229844239076,398.90229840439076,body
3+,4.749999980999974,2,0,12,1,0,133.63650556545397,139.4309260422763,395.3065484187738,400.05654839977376,body
3–,4.749999980999974,2,0,12,1,0,98.20749210717003,103.52696008589216,372.1266485114933,376.87664849249325,body
6,4.749999980999974,1,0,12,1,0,92.4130716303477,95.35777711856888,365.4766485380933,370.22664851909326,body
[CoF],9.499999962000004,5,0,12,1,0,71.1351997154592,98.20749210717003,366.22339853510636,375.72339849710636,body
(outer orbital or,9.499999962000004,17,0,12,1,0,71.1351997154592,144.27788442288843,354.50539858197834,364.00539854397834,body
high spin complex),9.499999962000004,18,0,12,1,0,74.17489570330041,161.75613635297543,343.49439862602236,352.99439858802236,body
"In the square planar complexes, the hybridisation involved is dsp2.",10.434328358208955,67,0,13,2,0,210.0,552.0,727.0695,739.5098999999999,body
An example is [Ni(CN)4]2–. Here nickel is in +2 oxidation state and has,10.314084507042255,71,0,13,1,0,192.0,552.2382,713.7298999999999,727.0298999999999,body
the electronic configuration 3d8. The hybridisation scheme is as shown,10.437142857142858,70,0,13,2,0,191.99999999999994,552.0004,701.8694999999999,714.3098999999999,body
in diagram:,10.5,11,0,13,1,0,192.00000000000003,252.00000000000003,689.3894999999999,699.8894999999999,body
Orbitals of Ni,9.500000075999992,14,0,13,1,0,207.4372016594976,269.1748521533988,672.016005376128,681.516005452128,body
2+,4.750000038000053,2,0,13,1,0,269.1728525533828,274.96669359973356,677.9192554233539,682.6692554613539,body
ion,9.500000075999992,3,0,13,1,0,276.4883892119071,290.92550132740394,672.016005376128,681.516005452128,body
2,4.750000038000053,1,0,13,1,0,224.72185779777485,227.66626882133014,647.119255176954,651.869255214954,body
dsphybridised,9.500000075999992,13,0,13,1,0,208.0052016640416,278.00619922404957,641.2150051297201,650.7150052057201,body
orbitals of Ni,9.500000075999992,14,0,13,1,0,208.0052016640416,267.46330813970644,629.7680050381441,639.2680051141441,body
2+,4.750000038000053,2,0,13,1,0,267.46230833969844,273.2561493860492,635.672255085378,640.422255123378,body
2–,4.750000038000053,2,0,13,1,0,245.71354516570835,251.03248120825984,603.0352548242819,607.7852548622819,body
[Ni(CN)],9.500000075999992,8,0,13,1,0,207.4372016594976,245.71454496571636,597.131004777048,606.631004853048,body
4,4.750000038000053,1,0,13,1,0,239.91970411935762,242.8641151429129,596.3852547710819,601.135254809082,body
(low spin complex),9.500000075999992,18,0,13,1,0,207.4372016594976,292.9201023433608,585.413004683304,594.913004759304,body
3d,9.500000076000049,2,0,13,2,0,347.6333027810664,359.60090887680724,657.933005263464,667.72750534182,body
3d,9.500000076000049,2,0,13,2,0,347.6317383810539,359.5993444767947,618.5350049482801,628.3295050266361,body
3d,9.500000076000049,2,0,13,2,0,339.0773027126184,351.04490880835925,574.51500459612,584.309504674476,body
4s,9.500000076000049,2,0,13,2,0,422.5703129805625,433.58810906870485,658.274005266192,668.068505344548,body
4p,9.500000076000049,2,0,13,2,0,504.9394040395152,516.5270861322166,658.274005266192,668.068505344548,body
dsp2hydrid,9.025000072200033,10,0,13,2,0,429.27640683421123,482.36978645895823,618.5350049482801,629.1892550335141,body
Four pairs of electrons,9.500000075999992,23,0,13,1,0,404.7983032383864,509.7333128778664,574.3530045948241,583.8530046708241,body
–,4.750000038000053,1,0,13,1,0,452.3647884189183,454.7393134379145,568.810254550482,573.560254588482,body
from 4 CNgroups,9.500000075999992,15,0,13,1,0,404.7983032383864,488.24861050598884,562.9060045032481,572.4060045792481,body
4p,9.500000076000049,2,0,13,2,0,523.4814041878512,535.0690862805527,620.129004961032,629.923505039388,body
4p,9.500000076000049,2,0,13,2,0,523.4814041878512,535.0690862805527,575.7580046060641,585.5525046844201,body
Each of the hybridised orbitals receives a pair of electrons from a,10.5,67,0,13,1,0,210.00000000000003,551.9982000000005,541.3094999999998,551.8094999999998,body
cyanide ion. The compound is diamagnetic as evident from the absence,10.5,68,0,13,1,0,192.00000000000003,552.0023000000004,529.3094999999998,539.8094999999998,body
of unpaired electron.,10.5,21,0,13,1,0,192.00000000000003,302.15999999999997,517.3094999999998,527.8094999999998,body
It is important to note that the hybrid orbitals do not actually exist.,10.5,71,0,13,1,0,210.00000000000003,551.9989999999998,503.14949999999976,513.6494999999998,body
"In fact, hybridisation is a mathematical manipulation of wave equation",10.5,70,0,13,1,0,192.00000000000003,551.9969999999998,490.90949999999975,501.40949999999975,body
for the atomic orbitals involved.,10.5,33,0,13,1,0,192.00000000000003,356.88,478.90949999999975,489.40949999999975,body
The magnetic moment of coordination compounds can be measured,10.5,61,0,13,1,0,192.00000000000003,552.0015999999999,458.7494999999997,469.2494999999997,body
by the magnetic susceptibility experiments. The results can be used to,10.5,70,0,13,1,0,192.00000000000003,552.0005999999998,446.7494999999997,457.2494999999997,body
obtain information about the number of unpaired electrons and hence,10.5,67,0,13,1,0,192.00000000000003,552.0000000000007,434.5094999999997,445.0094999999997,body
structures adopted by metal complexes.,10.5,38,0,13,1,0,192.00000000000003,401.2808,422.5094999999997,433.0094999999997,body
A critical study of the magnetic data of coordination compounds of,10.5,66,0,13,1,0,210.00000000000003,551.9990000000005,408.3494999999997,418.8494999999997,body
metals of the first transition series reveals some complications. For,10.5,69,0,13,1,0,192.00000000000003,551.9987000000002,396.3494999999997,406.8494999999997,body
"metal ions with upto three electrons in the d orbitals, like Ti3+ (d1); V3+",10.206666666666669,75,0,13,2,0,192.00000000000003,552.2411000000001,384.1094999999997,396.5498999999997,body
(d2); Cr3+ (d3); two vacant d orbitals are available for octahedral,10.237313432835823,67,0,13,2,0,192.00000000000006,552.2405,372.1094999999996,384.54989999999964,body
hybridisation with 4s and 4p orbitals. The magnetic behaviour of these,10.5,70,0,13,2,0,192.00000000000009,552.2417000000004,360.1094999999996,370.91399999999965,body
free ions and their coordination entities is similar. When more than,10.5,68,0,13,1,0,192.00000000000006,552.0,347.8694999999996,358.3694999999996,body
"three 3d electrons are present, the required pair of 3d orbitals for",10.5,68,0,13,2,0,192.00000000000006,552.24,335.8694999999996,346.67399999999964,body
octahedral hybridisation is not directly available (as a consequence of,10.5,71,0,13,1,0,192.00000000000006,552.0017000000001,323.6294999999996,334.1294999999996,body
"Hund’s rule). Thus, for d4 (Cr2+, Mn3+), d5 (Mn2+, Fe3+), d6 (Fe2+, Co3+)",9.595890410958908,73,0,13,2,0,192.00000000000006,552.0300000000001,311.6294999999996,324.0698999999996,body
"cases, a vacant pair of d orbitals results only by pairing of 3d electrons",10.5,74,0,13,2,0,192.0000000000001,552.0003000000002,299.6294999999996,310.4339999999996,body
"which leaves two, one and zero unpaired electrons, respectively.",10.5,64,0,13,1,0,192.0000000000001,526.5625999999999,287.3894999999996,297.8894999999996,body
"The magnetic data agree with maximum spin pairing in many cases,",10.5,64,0,13,1,0,210.0000000000001,551.9997000000002,273.2294999999996,283.7294999999996,body
"especially with coordination compounds containing d6 ions. However,",10.434328358208955,67,0,13,2,0,192.0000000000001,552.0000000000001,261.2294999999996,273.6698999999996,body
with species containing d4 and d5 ions there are complications. [Mn(CN)6]3–,10.20666666666666,75,0,13,2,0,192.0000000000001,552.2404000000001,248.36989999999963,261.42989999999963,body
has magnetic moment of two unpaired electrons while [MnCl6]3– has a,10.302985074626866,67,0,13,1,0,192.00000000000023,552.0000000000003,236.12989999999962,249.4298999999996,body
paramagnetic moment of four unpaired electrons. [Fe(CN)6]3– has magnetic,10.316666666666668,72,0,13,1,0,192.00000000000023,552.0000000000002,224.12989999999962,237.4298999999996,body
moment of a single unpaired electron while [FeF6]3– has a paramagnetic,10.311428571428573,70,0,13,1,0,192.00000000000023,552.2394000000003,211.8898999999996,225.1898999999996,body
moment of five unpaired electrons. [CoF6]3– is paramagnetic with four,10.308695652173913,69,0,13,1,0,192.00000000000023,552.2400000000002,199.8898999999996,213.1898999999996,body
unpaired electrons while [Co(C2O4)3]3– is diamagnetic. This apparent,10.176470588235295,68,0,13,1,0,192.00000000000017,552.0012000000002,187.88989999999959,200.9498999999996,body
anomaly is explained by valence bond theory in terms of formation of,10.5,68,0,13,1,0,192.00000000000014,552.0017000000003,176.5094999999996,187.0094999999996,body
"inner orbital and outer orbital coordination entities. [Mn(CN)6]3–, [Fe(CN)6]3–",10.165822784810128,79,0,13,1,0,192.00000000000014,552.2404000000001,163.6498999999996,176.9498999999996,body
"and [Co(C2O4)3]3– are inner orbital complexes involving d2sp3 hybridisation,",10.094736842105263,76,0,13,2,0,192.00000000000023,551.9994000000004,151.4098999999996,164.70989999999958,body
the former two complexes are paramagnetic and the latter diamagnetic.,10.5,69,0,13,1,0,192.00000000000034,552.0028000000005,140.2694999999996,150.7694999999996,body
"On the other hand, [MnCl6]3–, [FeF6]3– and [CoF6-]3– are outer orbital",9.871428571428575,70,0,13,1,0,192.00000000000034,552.0005000000002,127.16989999999959,140.46989999999957,body
complexes involving sp3d2,10.148,25,0,13,2,0,192.00000000000028,339.7820000000002,116.02949999999957,128.46989999999957,body
hybridisation and are paramagnetic,10.374285714285715,34,0,13,1,0,340.0800000000002,552.0000000000002,115.16989999999957,126.52949999999957,body
"corresponding to four, five and four unpaired electrons.",10.5,56,0,13,1,0,192.00000000000023,477.1200000000003,103.78949999999958,114.28949999999958,body
5.5.2Magnetic,10.5,13,0,13,1,0,77.04,160.3199,458.43600000000004,468.93600000000004,body
Properties,10.5,10,0,13,1,0,110.16,169.4403,445.956,456.456,body
of,10.5,2,0,13,1,0,110.16,120.71999999999998,433.236,443.736,body
Coordination,10.5,12,0,13,1,0,110.16,179.0398,420.756,431.256,body
Compounds,10.5,9,0,13,1,0,110.16,179.04,408.03599999999994,418.53599999999994,body
Chemistry,9.5,9,0,13,1,0,78.0,128.8856,85.0705,94.5705,body
130,9.5,3,0,13,1,0,137.76,155.76179999999997,85.0705,94.5705,body
Example 5.7,13.0,11,0,14,1,0,98.20810499999997,161.21100499999997,717.577,730.577,H3
Example 5.7,13.0,11,0,14,1,0,98.595,161.5979,717.577,730.577,H3
Example 5.7,13.0,11,0,14,1,0,98.4,161.40290000000002,717.382,730.382,H3
Example 5.7,13.0,11,0,14,1,0,98.595,161.5979,717.187,730.187,H3
Example 5.7,13.0,11,0,14,1,0,98.20829999999998,161.2112,717.187,730.187,H3
Solution,13.0,8,0,14,1,0,119.80300499999998,162.52430499999997,686.3770000000001,699.3770000000001,H3
Solution,13.0,8,0,14,1,0,120.195,162.91629999999998,686.3770000000001,699.3770000000001,H3
Solution,13.0,8,0,14,1,0,120.0,162.72129999999999,686.182,699.182,H3
Solution,13.0,8,0,14,1,0,120.195,162.91629999999998,685.9870000000001,698.9870000000001,H3
Solution,13.0,8,0,14,1,0,119.80319999999999,162.5245,685.9870000000001,698.9870000000001,H3
The spin only magnetic moment of [MnBr4]2– is 5.9 BM. Predict the,10.296923076923077,65,0,14,1,0,174.96,521.5196000000001,717.3299000000001,730.5099,body
geometry of the complex ion ?,10.5,29,0,14,1,0,174.95999999999998,333.96000000000004,705.4695,715.9695,body
"Since the coordination number of Mn2+ ion in the complex ion is 4, it",10.372463768115942,69,0,14,1,0,174.95999999999998,521.5198,686.8695,699.3099,body
will be either tetrahedral (sp3 hybridisation) or square planar (dsp2,10.372463768115942,69,0,14,2,0,174.95999999999998,521.4620000000001,674.2695,686.7099,body
